ticker,weight
NSE:NETWEB,0.0783
NSE:HINDCOPPER,0.0666
NSE:MANORAMA,0.0618
NSE:CCL,0.0574
NSE:NAVINFLUOR,0.0546
NSE:CHENNPETRO,0.0537
NSE:SUMICHEM,0.0486
NSE:THYROCARE,0.0475
NSE:ATLANTAELE,0.0471
NSE:PARKHOSPS,0.0459
NSE:JAMNAAUTO,0.0458
NSE:ARVIND,0.0451
NSE:METROPOLIS,0.0446
NSE:ECLERX,0.0445
NSE:PRIVISCL,0.0444
NSE:ENGINERSIN,0.0444
NSE:GOKULAGRO,0.0443
NSE:WABAG,0.0424
NSE:MINDACORP,0.0415
NSE:EMCURE,0.0414
