ticker,weight
NSE:PARACABLES,0.1317
NSE:WABAG,0.1206
NSE:INOXINDIA,0.1085
NSE:FCL,0.1026
BSE:SWSOLAR,0.0822
NSE:SMALL250,0.0663
NSE:TARIL,0.0658
NSE:VISHNU,0.0623
BSE:ADVAIT,0.0607
NSE:SAMHI,0.0497
BSE:ACE,0.0487
NSE:DHANUKA,0.0346
NSE:IMAGICAA,0.0334
BSE:SMALL250,0.0209
NSE:WAAREEENER,0.0118
