ticker,weight
NSE:LIQUIDCASE,0.1767
NSE:KRBL,0.1661
NSE:ORIENTCEM,0.1525
NSE:GOLDBEES,0.1441
NSE:PNCINFRA,0.1248
NSE:CGCL,0.1014
NSE:JAIBALAJI-BE,0.0911
NSE:PTC,0.0443
