ticker,weight
NSE:SCHNEIDER,0.0667
NSE:CGPOWER,0.0667
NSE:ABB,0.0667
NSE:NETWEB,0.0667
NSE:FRACTAL,0.0667
NSE:E2E,0.0667
NSE:BBOX,0.0667
NSE:EXIDEIND,0.0667
NSE:RRKABEL,0.0667
NSE:ADANIENT,0.0667
NSE:SIEMENS,0.0667
NSE:LT,0.0667
NSE:CUMMINSIND,0.0667
NSE:ENRIN,0.0667
NSE:TATACOMM,0.0667
