ticker,weight
NSE:CRAMC,0.0769
NSE:ABSLAMC,0.0725
NSE:HINDCOPPER,0.0643
NSE:MANORAMA,0.0623
NSE:ECLERX,0.0553
NSE:ATLANTAELE,0.0552
NSE:NETWEB,0.0540
NSE:CHENNPETRO,0.0497
NSE:NAVINFLUOR,0.0474
NSE:THANGAMAYL,0.0467
NSE:SMLMAH,0.0447
NSE:ENGINERSIN,0.0440
NSE:TANLA,0.0430
NSE:SUMICHEM,0.0428
NSE:CHALET,0.0423
NSE:PARKHOSPS,0.0417
NSE:PRIVISCL,0.0417
NSE:GOKULAGRO,0.0405
NSE:CERA,0.0394
NSE:JAMNAAUTO,0.0357

