ticker,weight
NSE:NETWEB,0.0711
NSE:THANGAMAYL,0.0693
NSE:HINDCOPPER,0.0612
NSE:MANORAMA,0.0606
NSE:ATLANTAELE,0.0593
NSE:CCL,0.0536
NSE:CHALET,0.0512
NSE:CHENNPETRO,0.0484
NSE:SUMICHEM,0.0482
NSE:NAVINFLUOR,0.0480
NSE:TANLA,0.0451
NSE:SMLMAH,0.0448
NSE:THYROCARE,0.0443
NSE:ECLERX,0.0438
NSE:ENGINERSIN,0.0431
NSE:JAMNAAUTO,0.0426
NSE:METROPOLIS,0.0423
NSE:GOKULAGRO,0.0422
NSE:PRIVISCL,0.0408
NSE:WABAG,0.0402
