ticker,weight
NSE:NETWEB,0.0668
NSE:THANGAMAYL,0.0625
NSE:ASHAPURMIN,0.0583
NSE:MANORAMA,0.0578
NSE:HINDCOPPER,0.0566
NSE:ATLANTAELE,0.0561
NSE:PRICOLLTD,0.0518
NSE:AVALON,0.0518
NSE:CCL,0.0517
NSE:SUMICHEM,0.0486
NSE:CHALET,0.0472
NSE:TANLA,0.0471
NSE:ACUTAAS,0.0469
NSE:SMLMAH,0.0465
NSE:THYROCARE,0.0446
NSE:RRKABEL,0.0438
NSE:EMCURE,0.0421
NSE:ABSLAMC,0.0409
NSE:SAILIFE,0.0400
NSE:IKS,0.0389
