ticker,weight
NSE:NETWEB,0.0784
NSE:THANGAMAYL,0.0760
NSE:HINDCOPPER,0.0663
NSE:MANORAMA,0.0656
NSE:ATLANTAELE,0.0624
NSE:CCL,0.0551
NSE:CHALET,0.0544
NSE:NAVINFLUOR,0.0494
NSE:CHENNPETRO,0.0486
NSE:SUMICHEM,0.0454
NSE:ENGINERSIN,0.0427
NSE:SMLMAH,0.0424
NSE:THYROCARE,0.0420
NSE:TANLA,0.0415
NSE:ECLERX,0.0414
NSE:JAMNAAUTO,0.0400
NSE:GOKULAGRO,0.0377
NSE:WABAG,0.0373
NSE:PRIVISCL,0.0373
NSE:PARKHOSPS,0.0360
